Date,Open,High,Low,Close,Adj Close,Volume,Volatility_High-Low,Volatility_Adj_Close
2024-08-23,4.194,4.2045,4.194,4.1945,4.1945,301.0,0.010500000000000398,0.017000000000000348
2024-08-22,4.198,4.198,4.139,4.141,4.141,301.0,0.05900000000000016,0.05349999999999966
2024-08-21,4.174,4.1845,4.174,4.1815,4.1815,299.0,0.01049999999999951,0.04049999999999976
2024-08-20,4.1755,4.191,4.139,4.1495,4.1495,326.0,0.0519999999999996,0.03200000000000003
2024-08-19,4.166,4.1695,4.1645,4.1665,4.1665,237.0,0.004999999999999893,0.017000000000000348
2024-08-16,4.0945,4.1275,4.0945,4.1275,4.1275,286.0,0.03300000000000036,0.0389999999999997
2024-08-15,4.0285,4.144,4.0285,4.139,4.139,335.0,0.11549999999999994,0.011499999999999844
2024-08-14,4.0505,4.052,4.025,4.025,4.025,190.0,0.026999999999999247,0.11399999999999988
2024-08-13,4.036,4.036,4.036,4.036,4.036,241.0,0.0,0.010999999999999233
2024-08-12,4.02,4.071,4.0195,4.055,4.055,399.0,0.05149999999999988,0.019000000000000128
2024-08-09,3.966,4.014,3.966,3.98,3.98,343.0,0.04800000000000004,0.07499999999999973
2024-08-08,3.9175,3.9615,3.9175,3.945,3.945,408.0,0.04400000000000004,0.03500000000000014
2024-08-07,3.9685,3.9685,3.928,3.9375,3.9375,397.0,0.0405000000000002,0.00749999999999984
2024-08-06,3.95,4.0115,3.95,4.0115,4.0115,449.0,0.061499999999999666,0.07399999999999984
2024-08-05,4.1,4.1,3.926,3.984,3.984,585.0,0.1739999999999995,0.027499999999999858
2024-08-02,4.1075,4.11,4.084,4.084,4.084,421.0,0.02600000000000069,0.09999999999999964
2024-08-01,4.111,4.111,4.0505,4.0665,4.0665,880.0,0.06049999999999933,0.01750000000000007
2024-07-31,4.0765,4.179,4.0695,4.16,4.16,637.0,0.1095000000000006,0.09350000000000058
2024-07-30,4.061,4.076,4.0265,4.063,4.063,525.0,0.04949999999999921,0.09700000000000042
2024-07-29,4.065,4.065,4.0495,4.062,4.062,863.0,0.015500000000000291,0.0009999999999994458
2024-07-26,4.1125,4.127,4.088,4.1045,4.1045,386.0,0.0389999999999997,0.04249999999999954
2024-07-25,4.0605,4.1325,4.0605,4.1125,4.1125,516.0,0.07200000000000006,0.008000000000000007
2024-07-24,4.133,4.138,4.099,4.099,4.099,596.0,0.0389999999999997,0.013499999999999623
2024-07-23,4.1455,4.149,4.137,4.146,4.146,503.0,0.012000000000000455,0.04699999999999971
2024-07-22,4.219,4.221,4.1475,4.1805,4.1805,483.0,0.07350000000000012,0.03450000000000042
2024-07-19,4.252,4.261,4.218,4.219,4.219,302.0,0.04300000000000015,0.03849999999999998
2024-07-18,4.3985,4.3985,4.266,4.266,4.266,437.0,0.13250000000000028,0.04699999999999971
2024-07-17,4.4255,4.4275,4.393,4.399,4.399,483.0,0.03450000000000042,0.133
2024-07-16,4.5115,4.5135,4.43,4.444,4.444,782.0,0.08349999999999991,0.04499999999999993
2024-07-15,4.57,4.5735,4.51,4.529,4.529,443.0,0.06350000000000033,0.08499999999999996
2024-07-12,4.5195,4.5985,4.49,4.5985,4.5985,608.0,0.10849999999999937,0.06949999999999967
2024-07-11,4.6005,4.611,4.5055,4.5085,4.5085,979.0,0.10550000000000015,0.08999999999999986
2024-07-10,4.5805,4.646,4.5625,4.6075,4.6075,727.0,0.08349999999999991,0.0990000000000002
2024-07-09,4.6165,4.647,4.559,4.578,4.578,663.0,0.08800000000000008,0.029499999999999638
2024-07-08,4.609,4.6675,4.6075,4.622,4.622,561.0,0.0600000000000005,0.043999999999999595
2024-07-05,4.544,4.68,4.544,4.6585,4.6585,495.0,0.13600000000000012,0.0365000000000002
2024-07-03,4.4525,4.5645,4.4525,4.541,4.541,821.0,0.1120000000000001,0.11749999999999972
2024-07-02,4.424,4.474,4.4005,4.4295,4.4295,894.0,0.07350000000000012,0.11150000000000038
2024-07-01,4.3885,4.4335,4.3625,4.4265,4.4265,991.0,0.07100000000000062,0.0030000000000001137
2024-06-28,4.3265,4.416,4.319,4.3905,4.3905,525.0,0.09700000000000042,0.03599999999999959
2024-06-27,4.359,4.3655,4.305,4.3285,4.3285,525.0,0.06050000000000022,0.06200000000000028
2024-06-26,4.3635,4.3675,4.363,4.3675,4.3675,525.0,0.004499999999999282,0.0389999999999997
2024-06-25,4.5115,4.5115,4.3675,4.381,4.381,690.0,0.14400000000000013,0.013500000000000512
2024-06-24,4.48,4.527,4.4765,4.527,4.527,668.0,0.05050000000000043,0.1459999999999999
2024-06-21,4.5975,4.5975,4.479,4.494,4.494,687.0,0.11850000000000005,0.03300000000000036
2024-06-20,4.605,4.618,4.592,4.618,4.618,445.0,0.02600000000000069,0.12400000000000055
2024-06-18,4.45,4.562,4.45,4.562,4.562,454.0,0.1120000000000001,0.05600000000000005
2024-06-17,4.471,4.526,4.471,4.5215,4.5215,512.0,0.054999999999999716,0.04050000000000065
2024-06-14,4.5165,4.551,4.509,4.551,4.551,577.0,0.041999999999999815,0.029500000000000526
2024-06-13,4.5075,4.5075,4.5075,4.5075,4.5075,532.0,0.0,0.04349999999999987
2024-06-12,4.5265,4.5875,4.5235,4.5815,4.5815,384.0,0.06400000000000006,0.07399999999999984
2024-06-11,4.4655,4.523,4.4655,4.523,4.523,388.0,0.05750000000000011,0.05850000000000044
2024-06-10,4.475,4.569,4.475,4.5565,4.5565,391.0,0.0940000000000003,0.033500000000000085
2024-06-07,4.56,4.56,4.4795,4.4945,4.4945,398.0,0.0804999999999998,0.06199999999999939
2024-06-06,4.6615,4.691,4.65,4.691,4.691,376.0,0.04099999999999948,0.19649999999999945
2024-06-05,4.538,4.6225,4.538,4.6195,4.6195,436.0,0.08449999999999935,0.07149999999999945
2024-06-04,4.686,4.686,4.5445,4.548,4.548,593.0,0.14149999999999974,0.07150000000000034
2024-06-03,4.684,4.684,4.663,4.677,4.677,488.0,0.020999999999999908,0.12899999999999956
2024-05-31,4.6385,4.6515,4.5835,4.61,4.61,615.0,0.0680000000000005,0.06699999999999928
2024-05-30,4.7755,4.7855,4.6425,4.672,4.672,1170.0,0.1429999999999998,0.06199999999999939
2024-05-29,4.802,4.8055,4.796,4.8055,4.8055,1059.0,0.009500000000000064,0.13350000000000062
2024-05-28,4.8635,4.899,4.86,4.8755,4.8755,461.0,0.0389999999999997,0.0699999999999994
2024-05-24,4.816,4.825,4.7725,4.7785,4.7785,689.0,0.05250000000000021,0.09699999999999953
2024-05-23,4.81,4.848,4.8035,4.8165,4.8165,713.0,0.044500000000000206,0.03799999999999937
2024-05-22,5.075,5.075,4.839,4.8675,4.8675,976.0,0.23599999999999977,0.051000000000000156
2024-05-21,5.0575,5.1615,5.0575,5.119,5.119,568.0,0.10400000000000009,0.25150000000000006
2024-05-20,5.192,5.1985,5.029,5.0875,5.0875,747.0,0.1695000000000002,0.03149999999999942
2024-05-17,4.865,5.0705,4.865,5.057,5.057,790.0,0.2054999999999998,0.03049999999999997
2024-05-16,5.023,5.023,4.882,4.892,4.892,1150.0,0.14100000000000001,0.16500000000000004
2024-05-15,4.99,5.1775,4.864,4.9695,4.9695,724.0,0.31350000000000033,0.07749999999999968
2024-05-14,4.823,5.082,4.8195,4.9535,4.9535,1046.0,0.2625000000000002,0.016000000000000014
2024-05-13,4.686,4.809,4.686,4.8045,4.8045,853.0,0.12300000000000022,0.14900000000000002
2024-05-10,4.646,4.753,4.6455,4.6935,4.6935,989.0,0.10749999999999993,0.11099999999999977
2024-05-09,4.559,4.6165,4.5385,4.6075,4.6075,905.0,0.07800000000000029,0.0860000000000003
2024-05-08,4.583,4.594,4.532,4.562,4.562,1097.0,0.06200000000000028,0.04549999999999965
2024-05-07,4.63,4.637,4.5935,4.6255,4.6255,823.0,0.04349999999999987,0.06349999999999945
2024-05-06,4.5925,4.647,4.584,4.6345,4.6345,642.0,0.06300000000000061,0.009000000000000341
2024-05-03,4.5145,4.5735,4.5045,4.5735,4.5735,879.0,0.06899999999999995,0.06099999999999994
2024-05-02,4.581,4.581,4.476,4.494,4.494,864.0,0.10500000000000043,0.07950000000000035
2024-05-01,4.5405,4.5985,4.5135,4.5525,4.5525,525.0,0.08499999999999996,0.05850000000000044
2024-04-30,4.675,4.691,4.5425,4.5645,4.5645,525.0,0.1484999999999994,0.011999999999999567
2024-04-29,4.573,4.678,4.5625,4.659,4.659,525.0,0.11549999999999994,0.09450000000000003
2024-04-26,4.6245,4.6245,4.569,4.569,4.569,525.0,0.05550000000000033,0.08999999999999986
2024-04-25,4.5705,4.5705,4.5705,4.5705,4.5705,396.0,0.0,0.0015000000000000568
2024-04-24,4.467,4.4965,4.467,4.467,4.467,417.0,0.029500000000000526,0.10350000000000037
2024-04-23,4.485,4.4905,4.42,4.4905,4.4905,570.0,0.07050000000000001,0.0235000000000003
2024-04-22,4.4785,4.5005,4.472,4.5005,4.5005,468.0,0.028499999999999304,0.009999999999999787
2024-04-19,4.4425,4.5145,4.4425,4.502,4.502,248.0,0.07200000000000006,0.0015000000000000568
2024-04-18,4.415,4.4405,4.415,4.4405,4.4405,295.0,0.025500000000000078,0.061499999999999666
2024-04-17,4.3715,4.3715,4.3425,4.3425,4.3425,234.0,0.028999999999999915,0.09799999999999986
2024-04-16,4.365,4.3655,4.28,4.3055,4.3055,314.0,0.08549999999999969,0.03699999999999992
2024-04-15,4.383,4.383,4.286,4.379,4.379,289.0,0.09700000000000042,0.07349999999999923
2024-04-12,4.34,4.34,4.2555,4.2575,4.2575,252.0,0.08450000000000024,0.12149999999999928
2024-04-11,4.2725,4.2725,4.2305,4.252,4.252,355.0,0.041999999999999815,0.0055000000000005045
2024-04-10,4.2745,4.282,4.2645,4.282,4.282,316.0,0.01750000000000007,0.03000000000000025
2024-04-09,4.277,4.286,4.2745,4.286,4.286,206.0,0.011499999999999844,0.0039999999999995595
2024-04-08,4.1815,4.297,4.1815,4.277,4.277,223.0,0.11549999999999994,0.008999999999999453
2024-04-05,4.2395,4.2395,4.235,4.2395,4.2395,525.0,0.004499999999999282,0.03750000000000053
2024-04-04,4.222,4.2465,4.2175,4.2465,4.2465,205.0,0.028999999999999915,0.007000000000000561
2024-04-03,4.0725,4.2055,4.0725,4.193,4.193,431.0,0.133,0.05350000000000055
2024-04-02,4.054,4.0865,4.054,4.07,4.07,458.0,0.03249999999999975,0.12299999999999933
2024-04-01,4.074,4.074,4.0445,4.046,4.046,623.0,0.029499999999999638,0.02400000000000002
2024-03-28,4.0195,4.0195,3.982,4.0035,4.0035,852.0,0.037499999999999645,0.042500000000000426
2024-03-27,3.9955,4.005,3.969,3.9925,3.9925,715.0,0.03600000000000003,0.010999999999999677
2024-03-26,3.98,3.9985,3.98,3.996,3.996,852.0,0.01849999999999996,0.0034999999999998366
2024-03-25,3.9995,4.024,3.99,4.007,4.007,676.0,0.03399999999999981,0.010999999999999677
2024-03-22,4.0205,4.0205,3.99,3.996,3.996,1056.0,0.03049999999999997,0.010999999999999677
2024-03-21,4.086,4.086,4.031,4.0465,4.0465,867.0,0.055000000000000604,0.05049999999999999
2024-03-20,4.065,4.0775,4.02,4.0385,4.0385,776.0,0.05750000000000011,0.008000000000000007
2024-03-19,4.1145,4.1145,4.05,4.0585,4.0585,978.0,0.06449999999999978,0.020000000000000462
2024-03-18,4.105,4.146,4.094,4.1145,4.1145,950.0,0.0519999999999996,0.05599999999999916
2024-03-15,4.0405,4.1205,4.036,4.1125,4.1125,822.0,0.08450000000000024,0.0019999999999997797
2024-03-14,4.055,4.055,4.018,4.037,4.037,861.0,0.03699999999999992,0.0754999999999999
2024-03-13,3.923,4.056,3.9205,4.0525,4.0525,828.0,0.13549999999999995,0.015500000000000291
2024-03-12,3.93,3.94,3.8965,3.925,3.925,775.0,0.04349999999999987,0.1275000000000004
2024-03-11,3.887,3.923,3.887,3.9225,3.9225,691.0,0.03600000000000003,0.0024999999999999467
2024-03-08,3.9175,3.932,3.878,3.885,3.885,693.0,0.053999999999999826,0.03750000000000009
2024-03-07,3.874,3.931,3.874,3.9195,3.9195,1243.0,0.05699999999999994,0.03450000000000042
2024-03-06,3.84,3.8915,3.8375,3.8705,3.8705,987.0,0.05400000000000027,0.04900000000000038
2024-03-05,3.8465,3.863,3.838,3.844,3.844,929.0,0.02499999999999991,0.026499999999999968
2024-03-04,3.845,3.8815,3.8435,3.852,3.852,1136.0,0.03799999999999981,0.008000000000000007
2024-03-01,3.838,3.858,3.809,3.855,3.855,1346.0,0.04899999999999993,0.0030000000000001137
2024-02-29,3.8275,3.8465,3.825,3.8345,3.8345,525.0,0.02149999999999963,0.020500000000000185
2024-02-28,3.8305,3.8325,3.8015,3.8275,3.8275,525.0,0.03100000000000014,0.006999999999999673
2024-02-27,3.82,3.831,3.82,3.831,3.831,525.0,0.01100000000000012,0.0034999999999998366
2024-02-26,3.84,3.84,3.824,3.824,3.824,515.0,0.016000000000000014,0.007000000000000117
2024-02-23,3.8605,3.882,3.8605,3.882,3.882,462.0,0.021500000000000075,0.058000000000000274
2024-02-22,3.8965,3.8975,3.867,3.8975,3.8975,255.0,0.03049999999999997,0.015499999999999847
2024-02-21,3.857,3.875,3.856,3.8745,3.8745,358.0,0.019000000000000128,0.02300000000000013
2024-02-20,3.8665,3.8665,3.8665,3.8665,3.8665,392.0,0.0,0.008000000000000007
2024-02-16,3.8265,3.8415,3.8265,3.838,3.838,334.0,0.015000000000000124,0.028499999999999748
2024-02-15,3.7315,3.7575,3.7315,3.7565,3.7565,273.0,0.0259999999999998,0.08150000000000013
2024-02-14,3.6995,3.7005,3.6995,3.7005,3.7005,359.0,0.0009999999999998899,0.05600000000000005
2024-02-13,3.7315,3.733,3.7065,3.714,3.714,197.0,0.026499999999999968,0.013500000000000068
2024-02-12,3.721,3.7285,3.721,3.7285,3.7285,200.0,0.00749999999999984,0.014499999999999957
2024-02-09,3.6965,3.6965,3.686,3.686,3.686,324.0,0.010499999999999954,0.04249999999999998
2024-02-08,3.7425,3.7425,3.692,3.7055,3.7055,383.0,0.05049999999999999,0.01949999999999985
2024-02-07,3.7845,3.7845,3.735,3.7375,3.7375,351.0,0.0495000000000001,0.03200000000000003
2024-02-06,3.7765,3.7915,3.7765,3.7825,3.7825,327.0,0.015000000000000124,0.04500000000000037
2024-02-05,3.805,3.805,3.767,3.772,3.772,372.0,0.038000000000000256,0.010500000000000398
2024-02-02,3.85,3.85,3.8215,3.8215,3.8215,529.0,0.028500000000000192,0.0495000000000001
2024-02-01,3.8955,3.8955,3.845,3.8525,3.8525,695.0,0.05049999999999999,0.03100000000000014
2024-01-31,3.911,3.936,3.885,3.9025,3.9025,750.0,0.051000000000000156,0.04999999999999982
2024-01-30,3.8685,3.9145,3.859,3.9065,3.9065,562.0,0.05549999999999988,0.0040000000000000036
2024-01-29,3.84,3.873,3.84,3.873,3.873,706.0,0.03300000000000036,0.03349999999999964
2024-01-26,3.866,3.8695,3.8505,3.8505,3.8505,632.0,0.019000000000000128,0.02250000000000041
2024-01-25,3.8625,3.8655,3.86,3.8655,3.8655,413.0,0.00550000000000006,0.015000000000000124
2024-01-24,3.8025,3.885,3.797,3.8825,3.8825,523.0,0.08799999999999963,0.016999999999999904
2024-01-23,3.796,3.796,3.7855,3.7905,3.7905,401.0,0.010499999999999954,0.09199999999999964
2024-01-22,3.762,3.7675,3.762,3.764,3.764,493.0,0.00550000000000006,0.026500000000000412
2024-01-19,3.7625,3.788,3.7625,3.787,3.787,264.0,0.025499999999999634,0.02300000000000013
2024-01-18,3.7275,3.745,3.72,3.745,3.745,289.0,0.02499999999999991,0.041999999999999815
2024-01-17,3.735,3.748,3.7295,3.7325,3.7325,319.0,0.018500000000000405,0.012500000000000178
2024-01-16,3.763,3.775,3.763,3.7665,3.7665,295.0,0.01200000000000001,0.03400000000000025
2024-01-12,3.787,3.7925,3.74,3.74,3.74,430.0,0.05249999999999977,0.026499999999999968
2024-01-11,3.793,3.7935,3.7765,3.7765,3.7765,292.0,0.016999999999999904,0.036499999999999755
2024-01-10,3.758,3.784,3.758,3.781,3.781,650.0,0.0259999999999998,0.0045000000000001705
2024-01-09,3.7875,3.788,3.748,3.7485,3.7485,409.0,0.03999999999999959,0.032500000000000195
2024-01-08,3.797,3.8135,3.78,3.7995,3.7995,406.0,0.033500000000000085,0.051000000000000156
2024-01-05,3.8325,3.8395,3.793,3.7945,3.7945,413.0,0.046499999999999986,0.004999999999999893
2024-01-04,3.855,3.856,3.8115,3.831,3.831,389.0,0.04449999999999976,0.036499999999999755
2024-01-03,3.8375,3.862,3.8295,3.8475,3.8475,395.0,0.032500000000000195,0.01650000000000018
2024-01-02,3.8825,3.902,3.856,3.869,3.869,879.0,0.04600000000000026,0.021500000000000075
2023-12-29,3.913,3.913,3.87,3.8805,3.8805,349.0,0.042999999999999705,0.011499999999999844
2023-12-28,3.949,3.949,3.903,3.913,3.913,940.0,0.04599999999999982,0.03249999999999975
2023-12-27,3.923,3.9435,3.923,3.9435,3.9435,1283.0,0.02049999999999974,0.03049999999999997
2023-12-26,3.9235,3.927,3.892,3.8955,3.8955,525.0,0.03500000000000014,0.0479999999999996
2023-12-22,3.9145,3.9195,3.892,3.8955,3.8955,547.0,0.027500000000000302,0.0
2023-12-21,3.9075,3.9155,3.9075,3.9085,3.9085,781.0,0.008000000000000007,0.0129999999999999
2023-12-20,3.9015,3.927,3.874,3.9015,3.9015,638.0,0.052999999999999936,0.007000000000000117
2023-12-19,3.9,3.92,3.896,3.896,3.896,701.0,0.02400000000000002,0.00550000000000006
2023-12-18,3.848,3.848,3.848,3.848,3.848,464.0,0.0,0.04800000000000004
2023-12-15,3.8715,3.891,3.864,3.885,3.885,853.0,0.027000000000000135,0.03699999999999992
2023-12-14,3.885,3.899,3.87,3.8885,3.8885,1003.0,0.028999999999999915,0.0035000000000002807
2023-12-13,3.788,3.832,3.755,3.786,3.786,679.0,0.07699999999999996,0.10250000000000004
2023-12-12,3.7805,3.797,3.7715,3.786,3.786,808.0,0.025500000000000078,0.0
2023-12-11,3.784,3.7885,3.7675,3.78,3.78,723.0,0.020999999999999908,0.006000000000000227
2023-12-08,3.786,3.851,3.786,3.82,3.82,421.0,0.06499999999999995,0.040000000000000036
2023-12-07,3.716,3.7855,3.716,3.7845,3.7845,721.0,0.06949999999999967,0.035499999999999865
2023-12-06,3.773,3.809,3.713,3.7165,3.7165,551.0,0.09600000000000009,0.06800000000000006
2023-12-05,3.812,3.823,3.759,3.7725,3.7725,971.0,0.06400000000000006,0.05600000000000005
2023-12-04,3.896,3.8965,3.812,3.8205,3.8205,963.0,0.08450000000000024,0.04800000000000004
2023-12-01,3.8375,3.91,3.83,3.909,3.909,525.0,0.08000000000000007,0.0884999999999998
2023-11-30,3.8,3.84,3.7845,3.829,3.829,525.0,0.05549999999999988,0.07999999999999963
2023-11-29,3.808,3.822,3.773,3.786,3.786,525.0,0.04899999999999993,0.04300000000000015
2023-11-28,3.755,3.801,3.755,3.801,3.801,525.0,0.04600000000000026,0.015000000000000124
2023-11-27,3.7815,3.7815,3.755,3.7625,3.7625,435.0,0.026499999999999968,0.03849999999999998
2023-11-24,3.7695,3.7965,3.7695,3.7965,3.7965,373.0,0.027000000000000135,0.03399999999999981
2023-11-23,3.7695,3.779,3.7695,3.779,3.779,596.0,0.009500000000000064,0.01750000000000007
2023-11-22,3.78,3.78,3.76,3.7665,3.7665,596.0,0.020000000000000018,0.012499999999999734
2023-11-21,3.8105,3.8145,3.798,3.8145,3.8145,466.0,0.016499999999999737,0.0479999999999996
2023-11-20,3.75,3.8125,3.7485,3.8125,3.8125,377.0,0.06400000000000006,0.0019999999999997797
2023-11-17,3.6865,3.7375,3.6865,3.7375,3.7375,493.0,0.05099999999999971,0.07500000000000018
2023-11-16,3.693,3.7045,3.693,3.7045,3.7045,338.0,0.011499999999999844,0.03299999999999992
2023-11-15,3.6785,3.7205,3.6755,3.7175,3.7175,383.0,0.04499999999999993,0.0129999999999999
2023-11-14,3.703,3.703,3.6825,3.6825,3.6825,762.0,0.02049999999999974,0.0349999999999997
2023-11-13,3.644,3.6625,3.644,3.6625,3.6625,575.0,0.01849999999999996,0.020000000000000018
2023-11-10,3.624,3.6245,3.5835,3.5835,3.5835,493.0,0.040999999999999925,0.07900000000000018
2023-11-09,3.62,3.6435,3.61,3.635,3.635,363.0,0.033500000000000085,0.05149999999999988
2023-11-08,3.647,3.647,3.628,3.628,3.628,435.0,0.018999999999999684,0.006999999999999673
2023-11-07,3.6585,3.6765,3.64,3.67,3.67,313.0,0.036499999999999755,0.041999999999999815
2023-11-06,3.7075,3.71,3.7055,3.7095,3.7095,368.0,0.0045000000000001705,0.03949999999999987
2023-11-03,3.6935,3.6935,3.663,3.6745,3.6745,357.0,0.03049999999999997,0.0349999999999997
2023-11-02,3.658,3.6765,3.658,3.667,3.667,412.0,0.01849999999999996,0.007500000000000284
2023-11-01,3.6485,3.679,3.636,3.645,3.645,546.0,0.042999999999999705,0.021999999999999797
2023-10-31,3.6465,3.6495,3.63,3.6415,3.6415,771.0,0.019500000000000295,0.0034999999999998366
2023-10-30,3.6355,3.699,3.6355,3.6495,3.6495,665.0,0.06349999999999989,0.008000000000000007
2023-10-27,3.635,3.635,3.631,3.634,3.634,847.0,0.0040000000000000036,0.015500000000000291
2023-10-26,3.579,3.579,3.564,3.5685,3.5685,556.0,0.015000000000000124,0.06550000000000011
2023-10-25,3.5925,3.5925,3.57,3.572,3.572,501.0,0.022499999999999964,0.0035000000000002807
